best_ind,error_type,solver,seed,ABS_Fitness,SQUARED_Fitness,MSE_Fitness,MABS_Fitness,execution_time,model,method,parallel,run_id
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=11.552940762917121, 'k': val=0.6943672806861435, '-': True}, 'tau': val=1.4944057194499138}, 'B': {'A': {'n': val=8.667463639987538, 'k': val=0.5349908921292066, '-': False}, 'tau': val=2.0395196702385396}, 'C': {'B': {'n': val=7.973484869419274, 'k': val=0.4259761753464048, '-': False}, 'tau': val=2.464240418032618}, 'D': {'C': {'n': val=9.82504452536758, 'k': val=0.5910140840730761, '-': False}, 'tau': val=2.2176208894568434}, 'E': {'D': {'n': val=24.943302803924425, 'k': val=0.434125623560871, '-': False}, 'B': {'n': val=1.4646032202512487, 'k': val=0.8612857655561318, '-': False}, 'E': {'n': val=0.16529642581786952, 'k': val=1.8771184362424105, '-': False}, 'tau': val=2.8471750184521096}}, ind_size=19)",MSE,ODEINT,0,8.518080678750657,1.24991575555661,0.020830525279848685,0.11357440905000878,45.80197095870972,GRN5,DE,False,GRN5_DE_SERIAL_20260901_204005
